STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
North West London Health and Care Partnership,08Y,NHS West London CCG,Exemplar,Harrow Road,E05000635,0.26875987121239797,0.638220319370516,0.4277532816071653,0,0,0.16422997438052428,0,0.39445141434934244,No,6,3,1994,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08Y,NHS West London CCG,Exemplar,Golborne,E05009396,0.9305537067376612,0.9171731005529388,0.8875396784763465,0.016719357976653682,0.03803693938152771,0.9020565610280565,1,0.5644992832275241,No,4,2,1372,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08Y,NHS West London CCG,Exemplar,Notting Dale,E05009399,0.8922385920469317,1,0.9219882670577647,0,0.045336822105929764,0.2675410819639345,1,0.2982440585313822,No,2,2,1394,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08Y,NHS West London CCG,Exemplar,Chelsea Riverside,E05009391,0.41522468850003397,0.469987063389392,0.4393198066317151,0,0.059967658473479936,0.3595553891196296,0.9657108327091986,0.7128515013277047,No,7,9,1591,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,09A,NHS Central London (Westminster) CCG,Exemplar,Westbourne,E05000648,0.5310128267879765,0.7735431302545203,0.6285997063226995,0,0.09353370090982378,0.22956963319129328,0.027596128930093267,0.5044278331221927,No,6,2,1851,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,09A,NHS Central London (Westminster) CCG,Exemplar,Church Street,E05000634,0.799878089793173,0.9095186048187561,0.8780349435890045,0.10792716615820698,0.09461293008880024,0.3206907043967746,0.08556695252508263,0.5298669997677901,No,3,3,1641,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08C,NHS Hammersmith and Fulham CCG,Exemplar,Wormholt and White City,E05000265,0.5323545706371191,0.7093318402388951,0.5794098347773128,0.02212726665487906,0.058306909490972655,0.39195536433468886,0.4956222863990884,0.3785560205104025,No,7,1,1199,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08C,NHS Hammersmith and Fulham CCG,Exemplar,College Park and Old Oak,E05000253,0.4416635751192261,0.45944185471340004,0.33978929087966614,0.016906732046174253,0.2936736186159545,0.19737003403390482,0.9011379582883043,0.40024571081396404,No,5,2,1186,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08C,NHS Hammersmith and Fulham CCG,Exemplar,Shepherd's Bush Green,E05000263,0.32923155387853714,0.279250139391346,0.23383362940487457,0,0.13182877123827058,0.5714762083824985,0.6199370685891866,0.5114506208857941,No,9,3,1814,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,08C,NHS Hammersmith and Fulham CCG,Exemplar,Hammersmith Broadway,E05000256,0.30457010172490045,0.35837107474568775,0.2943799203892083,0,0.2608991596638655,0.14297700132684651,0.4308498452012383,0.5432689075630251,No,8,3,1649,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Kilburn,E05000094,0.43933736263396184,0.5034883469035969,0.35635790835352626,0,0,0.38566596416955246,0.9365159237837051,0.31400568806033424,No,6,3,2707,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Kensal Green,E05000092,0.3241514047536836,0.27625694977838217,0.226476453551874,0.06135359485874949,0,0.535597134823939,0.8735186137790587,0.5685123070093226,No,6,2,1879,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Willesden Green,E05000105,0.2232106981788442,0.29233787091306684,0.1433868281784294,0,0.0877498681395528,0.3817991098679025,0.9855605402426232,0.5546915650797978,No,7,1,1972,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Harlesden,E05000091,0.7256728543350076,0.7260513940452792,0.6290639877702554,0.1516038436339812,0,0.6994533013030502,0.9925006915629323,0.4711417340030573,No,4,1,2177,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Dudden Hill,E05000089,0.27013482528644644,0.2058190423545035,0.10851832832344985,0.05173192598673988,0,0.39823209443657615,1,0.3790808199418439,No,7,3,1191,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Dollis Hill,E05000088,0.26612614687703934,0.4138074398249452,0.16508829513608964,0.08469231064532227,0,0.29237034051211175,1,0.02773772505662405,No,6,3,813,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07P,NHS Brent CCG,Exemplar,Stonebridge,E05000100,0.9070552932636304,0.8156047595198838,0.8120736662033571,0.14849204026853188,0.11264764471855356,0.6013347814098488,1,0.2810837502180555,No,4,1,1681,10,1,Urban,Urban conurbation
North West London Health and Care Partnership,07Y,NHS Hounslow CCG,Exemplar,Hanworth,E05000353,0.293710838392763,0.37289408837047183,0.1518789465578315,0.1964153703988911,0.05658300031612991,0.3103027957233295,0.5918444559728291,0.16193532306046182,No,3,2,1239,7,1,Urban,Urban conurbation
North West London Health and Care Partnership,07Y,NHS Hounslow CCG,Exemplar,Brentford,E05000347,0.3073473579386319,0.3740440523727942,0.06515758026422248,0,0.1118292479190757,0.4736760211351806,0.805275769557085,0.6969802439128255,No,7,3,1986,7,1,Urban,Urban conurbation
North West London Health and Care Partnership,08G,NHS Hillingdon CCG,Exemplar,Yiewsley,E05000345,0.22279560413942318,0.16791928780356313,0.054900721594282595,0.24080049247625945,0.07658260815718443,0.4520411173965781,0.6505442008370639,0,No,6,2,1294,5,1,Urban,Urban conurbation
Devon,15N,NHS Devon CCG,Priority,Ham,E05002084,0.5234799540610001,0.5033764042631991,0.5895088492430165,0.5183279027050888,0.5771988432948887,0.09847780300848075,0,0.31110335900879493,No,1,2,1706,6,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Priority,Honicknowle,E05002085,0.6799028866848276,0.6397182547446684,0.7669564513944283,0.7617713679394368,0.8055549493550863,0.3869070105202955,0,0.05182675375886097,No,1,2,1870,6,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,Broadheath,E05011921,0.16850302855494662,0,0,0,0,0,1,1,No,5,7,380,6,0,Rural,Rural village
Devon,15N,NHS Devon CCG,Exemplar,Lynton & Lynmouth,E05012429,0,0,0,0.3342105263157894,0,0,0.7605263157894735,1,No,5,9,268,7,0,Rural,Rural town and fringe
Devon,15N,NHS Devon CCG,Exemplar,Taw Vale,E05003527,0,0,0.14473684210526305,0.09736842105263155,0,0,0.04999999999999993,1,No,5,7,214,8,0,Rural,Rural village
Devon,15N,NHS Devon CCG,Exemplar,North Molton,E05012433,0.04999999999999993,0,0,0,0,0,1,1,No,4,7,218,7,0,Rural,Rural village
Devon,15N,NHS Devon CCG,Exemplar,St Marychurch,E05012265,0.253564386470499,0.33965262092063236,0.420978228342099,0.09639871936246877,0.35055115786194196,0.23414288700956376,0.06452748820411493,0.14249388171730049,No,3,6,1919,7,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,Ellacombe,E05012259,0.688021187450242,0.7193961634792513,0.7433654108773091,0.32384140211409607,0.6303751677969351,0.5052445622170697,0,0.8075170121394908,No,5,3,1147,7,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,King's Ash,E05012262,0.4593492452060383,0.4842618659050727,0.603578131374949,0.6447837617299061,0.37514347885216914,0.05414184686522506,0,0,No,5,3,796,7,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,Collaton St Mary,E05012258,0.30665950590762614,0.3243018259935553,0.5725026852846401,0.2953007518796992,0.13470730397422126,0,0.6308404940923737,0,No,6,6,303,7,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,Witheridge,E05012436,0,0,0,0,0,0,1,1,No,5,8,261,7,0,Rural,Rural village
Devon,15N,NHS Devon CCG,Exemplar,Roundham with Hyde,E05012264,0.7379529126971732,0.6740408142016763,0.7760678588161799,0.634865492737779,0.6843530376386068,0.5333251991254099,0.14255004164714452,0.8067666848872924,No,3,4,1829,7,1,Urban,Urban city and town
Devon,15N,NHS Devon CCG,Exemplar,Tormohun,E05012268,0.8046439345461194,0.7298295331527466,0.8236654461824183,0.37918889920660503,0.7948167108510833,0.8046439345461194,0.1521162811957217,0.5239283875654948,No,5,3,2653,7,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10V,NHS South Eastern Hampshire CCG,Priority,Battins,E05004567,0.8758049987916778,0.6923256903912767,0.6947049863422993,1,0.5940627448682928,0.8368490622688627,0.045682262564718454,0.2742356447679655,No,3,1,922,1,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10X,NHS Southampton CCG,Priority,Bevois,E05002457,0.4815428106623285,0.3140505113810622,0.32314736042030584,0.38313615937487494,0.6802802928273305,0.9101124104916458,0.09025349032576373,0.5643760084274532,No,10,1,2213,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10X,NHS Southampton CCG,Priority,Redbridge,E05002466,0.7075618069579818,0.4879255181063285,0.42467541443449114,0.761480265265046,0.6791070061933386,0.9431062442474774,0.1946968905191683,0.18522971319144052,No,4,1,1985,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10X,NHS Southampton CCG,Priority,Woolston,E05002470,0.3857139868551804,0.3471400428862816,0.31913634699534527,0.32558375900001746,0.45002144314080994,0.8280274053799619,0.06961158278272692,0.3068380955701609,No,7,1,1947,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Ryde North West,E05008505,0.26041275316779944,0.15682314969773553,0.713157894736842,0,0.027336145360155707,0.4934893609754431,0,0.5193867618429591,No,7,5,829,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Freshwater North,E05008490,0.381578947368421,0.09736842105263155,0.8552631578947368,0.9026315789473683,0,0,0.19210526315789467,0,No,3,7,466,5,0,Rural,Rural town and fringe
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Sandown South,E05008509,0.297511584975323,0.3704234638134348,0.4758297856308631,0.5013732434163433,0,0.25685365884288386,0.06668738776074039,0.25685365884288386,No,7,3,599,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Ventnor East,E05008513,0.5063851351351351,0.38565878378378377,0.5070945945945946,0.3135979729729729,0.3376182432432432,0.09804054054054044,0,1,No,5,5,651,5,0,Rural,Rural town and fringe
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Ryde South,E05008506,0.7186906816220879,0.7896597282139775,0.8872465487489215,0.7478240940465919,0.18942245470232955,0,0,0.4415983606557377,No,7,1,635,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Ryde North East,E05008504,0.5397201712204408,0.4569049374429173,0.7991224402213981,0.14504054931390778,0.28647072416563046,0.49718300560097706,0,0.8194741243659012,No,5,4,876,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Whippingham and Osborne,E05008516,0.437592025241209,0.48479582971329277,0.48479582971329277,0.48479582971329277,0.11609584343134115,0,0.17218665691161,0,No,5,3,654,5,0.5,Rural,Rural village
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Sandown North,E05008508,0.22553322566143286,0.10100567775021224,0.580823024026374,0.39623453603956105,0.0910995854076824,0.20341414275961966,0,0,No,6,4,402,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10L,NHS Isle of Wight CCG,Exemplar,Newport Central,E05008497,0.5185074503213283,0.46086007124850564,0.547948942515948,0.36944658137360487,0.20526493318973163,0.304558957546779,0,0.8200673428568046,No,5,2,792,5,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10R,NHS Portsmouth CCG,Exemplar,Nelson,E05002451,0.534854749381727,0.326662370685151,0.19657616078581627,0.5667647775958758,0.4050327423456059,0.8076482984429969,0.026652791807447136,0.8025810721376572,No,5,1,2039,3,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10R,NHS Portsmouth CCG,Exemplar,Fratton,E05002448,0.4131136301611496,0.12642595168837736,0.10342534596260475,0.3787148961945777,0.19495034379929838,0.7518995493666505,0,1,No,7,1,1984,3,1,Urban,Urban city and town
Hampshire and the Isle of Wight,10K,NHS Fareham and Gosport CCG,Exemplar,Grange,E05004539,0.7312395444601724,0.42744900913653316,0.13544347574314755,1,0.07804417063440997,0.9176220081070646,0.2472775382833612,0.24648533007334963,No,9,1,578,1,1,Urban,Urban city and town
Lincolnshire,03T,NHS Lincolnshire East CCG,Priority,St Clement's,E05009893,0.6516227471817333,0.4927640554318949,0.8182523156458676,0.923406871544482,0.8526468370790551,0.2736142026279888,0,0,No,1,4,735,7,1,Urban,Urban city and town
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Croft,E05009878,0.38317639524679203,0.07292284338606765,0.43090771091767277,0.168385474727829,0.19210526315789467,0,1,0.5756445530229358,No,3,7,215,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Willoughby with Sloothby,E05009905,0.5236842105263158,0,0.2868421052631578,0.23947368421052628,0,0,1,1,No,2,8,266,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Alford,E05009873,0.13651221303155298,0.42757434723452037,0.6896583374727339,0.14068472885126232,0.12050569077597562,0,0,0.29247079022957473,No,2,5,637,7,0,Rural,Rural town and fringe
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Hagworthingham,E05009882,0.04999999999999993,0,0,0,0,0,1,1,No,4,8,278,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Holbeach Hurn,E05005648,0.09736842105263155,0,0,0.6657894736842105,0,0,1,0.8552631578947368,No,3,5,178,3,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Marshchapel & Somercotes,E05009889,0.1877320681322567,0,0.20011282405341455,0.03200961530365667,0.0882414603137182,0,0.692369220924652,0.5663178102029991,No,2,8,469,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Withern & Theddlethorpe,E05009907,0.19210526315789467,0,0.04999999999999993,0,0,0,1,1,No,3,8,270,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Wold View,E05009655,0.10635141346816823,0.022205240174672458,0.10635141346816823,0.08531487014479427,0,0,1,0.418501493909446,No,5,6,271,6,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Sutton on Sea,E05009900,0.5709214776674033,0.3575668520632453,1,0.8078947368421052,0.7128955869137541,0,0,0,No,1,8,785,7,1,Urban,Urban city and town
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Five Village,E05009624,0.18829396466203713,0.03849103145025068,0.29453977531704956,0.5038488350269458,0,0,0.39531329597554765,0.6657894736842105,No,2,5,377,4,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Halton Holegate,E05009883,0.1595891818574158,0,0.33493187282928133,0,0.24231385766250846,0,0.7357683059660083,0.6007573110832528,No,3,8,242,7,0,Rural,Rural village
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Mablethorpe,E05009888,1,0.8669177009278226,1,1,1,0.0740184296142211,0.14678274490902515,0,No,1,6,1358,7,1,Urban,Urban city and town
Lincolnshire,03T,NHS Lincolnshire East CCG,Exemplar,Skirbeck,E05009628,0.29573310539599296,0.17909464212489964,0.1891808694346422,0.9271696881840286,0.14948511958047203,0.14365712371568665,0,0.3349061779874904,No,3,1,930,4,1,Urban,Urban city and town
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Abbey,E05010784,0.35605031640685286,0.40360312437986456,0.34225078826097505,0.3393190637885035,0.637969373580579,0.3668605163936233,0.024515467554516782,0.2207511079752166,No,8,3,1501,5,1,Urban,Urban city and town
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Castle,E05010788,0.4781110951629109,0.46641309028276157,0.4781110951629109,0.45533076986998855,0.4781110951629109,0,0.17793281107174425,0.03562848919341555,No,3,4,1400,5,1,Urban,Urban city and town
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Park,E05010793,0.42672380869506366,0.36757673323567935,0.3199233271937076,0.513296640609515,0.6866501815298787,0.11765359941601038,0,0.5354780931386057,No,7,2,1788,5,1,Urban,Urban city and town
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Hemswell,E05009643,0.18449270515446675,0.21064127753856443,0.315235567074955,0.2629384223067597,0,0,0.4467434471803018,0.7632101500773378,No,8,5,258,6,0,Rural,Rural village
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Gainsborough North,E05009641,0.5487145748987854,0.6230259784075574,0.622252024291498,0.41446524966261805,0.09476214574898784,0.4482014170040486,0,0.3218275978407557,No,5,3,900,6,1,Urban,Urban city and town
Lincolnshire,04D,NHS Lincolnshire West CCG,Exemplar,Gainsborough East,E05009640,0.7427326749919605,0.7484306329724514,0.8500140690320506,0.9042803355129166,0.2713641601457819,0.21065863168614,0.1545265435738021,0,No,3,1,1036,6,1,Urban,Urban city and town
East London Health and Care Partnership,08W,NHS Waltham Forest CCG,Priority,Higham Hill,E05000600,0.38938872401563934,0.4874597069966823,0.22298282626397214,0.05985487789285256,0.03058869844346193,0.3314058304564633,0.9169353427681208,0.4916871917038472,No,7,2,1255,8,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Victoria,E05009386,0.5436762534229881,0.5084843510301222,0.4313812742835022,0.0059418414600926105,0.4002962408063198,0.5260358571449052,0.9945484881503678,0.18540014910608033,No,6,2,1883,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,King's Park,E05009379,0.61217072947615,0.613148945817275,0.41552975615188503,0.0353106468279063,0.3092213644517096,0.31099086414744637,1,0.34720157341892477,No,4,1,1459,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Stamford Hill West,E05009384,0.3609201447587562,0.4403640256959314,0.20043108306097143,0.29051147676471684,0.09669596904466732,0,1,0.5429104524337253,No,8,2,928,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Haggerston,E05009375,0.7396891280930012,0.8009518775253587,0.4863375340885882,0,0.29292459063660053,0.8090236147318765,1,0.5685766287437378,No,5,2,2198,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Hackney Central,E05009372,0.46078684857812746,0.5230540052645962,0.23963910185411597,0,0.21658617540023875,0.40294281583981817,1,0.4435255174695415,No,6,1,2213,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Cazenove,E05009368,0.17560762492505222,0.30210657931296697,0.048856407481610374,0.12537674938945026,0.004820783550986378,0.024652315701729998,1,0.31787009549436246,No,7,1,1423,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Lea Bridge,E05009380,0.3404384521369248,0.3186223466877103,0.13151623344336336,0,0.11011683074939128,0.4021622670682924,1,0.5819375876150422,No,7,1,1906,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Hackney Wick,E05009374,0.7140395159537208,0.7074424530808435,0.4985704854150061,0,0.5327860438153668,0.7437080827355217,1,0.4196935661779505,No,4,1,1709,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Homerton,E05009376,0.7136435685311491,0.6487266679420158,0.3957987655140373,0,0.19194460820101583,0.6880719062696427,1,0.41259648081705624,No,4,1,2044,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,London Fields,E05009381,0.32420043246912017,0.35183146756699135,0.15762194193427687,0,0.10660363813559687,0.5598934925144555,0.9927709349425476,0.480064435288436,No,7,3,2052,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Hoxton East & Shoreditch,E05009377,0.36635491886298877,0.25777487120820186,0.08910771147722552,0,0.26576342385799745,0.4447317414399906,1,0.8342839394623898,No,9,4,2117,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Dalston,E05009370,0.4078956713516746,0.1554016989383971,0,0,0.1271407277960526,0.927420379784689,1,0.6909436677631579,No,9,4,1407,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Shacklewell,E05009382,0.44090889551597207,0.5047677386421644,0.20065420058569086,0,0.34030601004809113,0.45056151097498726,0.9633357513231777,0.23833749764917647,No,7,1,1186,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Hackney Downs,E05009373,0.4306898954187327,0.44996924080374145,0.14674767823657156,0,0.18702036036436673,0.5148144442220888,1,0.3596984116395763,No,5,1,2092,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Springfield,E05009383,0.4477517018515084,0.4115217333721823,0.2800724445739411,0.5418701825020528,0.06698672953142795,0.07159046963155245,1,0.2979503615606707,No,6,2,1630,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,De Beauvoir,E05009371,0.258055023923445,0.27662942583732053,0.06629186602870811,0,0,0.6122727272727273,0.9175435406698564,0.9084260765550238,No,9,5,1417,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Portsoken,E05009308,0.19210526315789467,0.5710526315789471,0.33421052631578935,0,0,0,1,0.09736842105263155,No,3,4,173,1,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Woodberry Down,E05009387,0.7555045812390628,0.7786876717158471,0.6040261588535508,0.16847544275278503,0.04160908766483645,0.5613034710786442,1,0.6114015022852449,No,6,1,1515,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Hoxton West,E05009378,0.3748757620474295,0.34477991921179324,0.18216831373250456,0.009541057401362366,0.11602051006871467,0.34059383803604165,1,0.777897568901012,No,8,4,2697,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07T,NHS City and Hackney CCG,Exemplar,Brownswood,E05009367,0.26747263724112874,0.24641119188919217,0.10509409370376106,0,0.2742368073843392,0.43426047102939525,1,0.6295752829755298,No,9,4,1434,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,St Peter's,E05009331,0.3587133356612278,0.3947916005332995,0.2308174877785537,0.042045214060482915,0.22481085856982624,0.7760778416185216,0.41070090787886476,0.642155921317165,No,8,2,2842,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Weavers,E05009335,0.3865544563050715,0.4859082060922146,0.18539968680821506,0,0.1678320650958106,0.8283520369152279,0.4181427526819967,0.6358451002848108,No,9,3,2091,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Bow East,E05009319,0.27475990490866914,0.4694949061972408,0.16490351490798544,0.014449096159004483,0.22697033129440963,0.5798905240016199,0.5101020075420889,0.23889777155990802,No,8,2,2979,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Bow West,E05009320,0.14564323857617573,0.33322740266713097,0.07653726437682293,0,0,0.6880871533672892,0.14133109863160792,0.4057227954087037,No,9,2,1565,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Stepney Green,E05009334,0.44218908113350913,0.6831999373751799,0.15668729976286574,0.06462060432951346,0.39464252301653063,0.3649738235889367,0.40813110735192465,0.5138370303615819,No,7,2,1381,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Bethnal Green,E05009317,0.2549684255713333,0.4376627015058573,0.15430440234520618,0.02754521525965589,0.06074129302651345,0.5446829565865726,0.39559731589114444,0.5461161758226861,No,8,2,2506,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Lansbury,E05009325,0.799835437343765,0.9232850464362788,0.6566388789240221,0.45856750770141835,0.23991769020083473,0.6865535511937909,0.5203304634517159,0.21711722099796713,No,7,1,2009,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Shadwell,E05009332,0.36171279393740385,0.6372314209453462,0.19868104073266118,0.00715918216072641,0.15327854195994028,0.5008803898683641,0.5419448228329177,0.45654180388893034,No,6,1,1598,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Bromley South,E05009322,0.3448378368078051,0.6735541560272875,0.1847315382954127,0.06300338554568896,0.04674863752429588,0.5225116556779348,0.7554556194976942,0.10563569495788709,No,7,1,1303,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,St Dunstan's,E05009329,0.413887176169731,0.677150866411275,0.2714293174842233,0.12496251672006978,0.07783533637242711,0.2226599483151897,0.6733439128838035,0.43926731559068594,No,8,1,1416,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Poplar,E05009328,0.5336973919593258,0.7612497253868122,0.16310924897216203,0.1681095628158051,0,0.714370900417412,0.5151539403069391,0.46480557386310134,No,6,1,677,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Mile End,E05009327,0.3753628859299279,0.676297764960346,0.18185467679081524,0.08637962819307674,0.11929969061721407,0.5977512708422695,0.5744818522811276,0.17455520520566198,No,8,1,1901,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Bromley North,E05009321,0.5157717247254827,0.8687366882809542,0.2964312760318061,0.05643754733055657,0.12940203758046193,0.6252135791366906,0.38834130064369554,0.3585224583491102,No,8,1,1430,10,1,Urban,Urban conurbation
East London Health and Care Partnership,08V,NHS Tower Hamlets CCG,Exemplar,Spitalfields & Banglatown,E05009333,0.5002141576037918,0.6401914712608967,0.3781940418887117,0,0.344465047932265,0.4259510033919029,0.5938501964799339,0.6772390794353457,No,9,4,1921,10,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Abbey,E05000026,0.42054500550679164,0.39468611287254274,0.0530325735073257,0,0.006116043119847804,0.5030390815338918,1,0.43986132897239927,No,7,1,1311,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Village,E05000041,0.5851006354759426,0.5338179483205278,0.30883001572083335,0.18817571906206404,0.26100524765848143,0.35699510661382106,1,0.09090715851471336,No,3,1,1282,2,1,Urban,Urban conurbation
